----[BEISTRICH GETRENNTE CSV!]
----Code, Parent Key Columns, Child Key Columns 
TRJ_RNG,BUCHUNGS_FIRMENNR; RECHNUNGLFDNR,FIRMENNR; RECHNUNGLFDNR
VAZ_RNG,RECHNUNGLFDNR; FIRMENNR,RECHNUNGLFDNR; FIRMENNR
VEP_RNG,RNG_RECHNUNGLFDNR; RNG_FIRMENNR,RECHNUNGLFDNR; FIRMENNR
EFK_RNG,FIRMENNR; REFERENZ_RECHNUNGLFDNR,FIRMENNR; RECHNUNGLFDNR
RNG_RNG,FIRMENNR; URSPR_RECHNUNGLFDNR,FIRMENNR; RECHNUNGLFDNR
RNG_RNG,ERSETZT_RECHNUNGLFDNR; FIRMENNR,RECHNUNGLFDNR; FIRMENNR
ADC_RNP,FIRMENNR; RECHNUNGLFDNR; RECHNUNGSPOSLFDNR,FIRMENNR; RECHNUNGLFDNR; RECHNUNGSPOSLFDNR
BDR_RNP,RECHNUNGSPOSLFDNR; RECHNUNGLFDNR; FIRMENNR,RECHNUNGSPOSLFDNR; RECHNUNGLFDNR; FIRMENNR
BOA_RNP,RECHNUNGFIRMENNR; RECHNUNGLFDNR; RECHNUNGSPOSLFDNR,FIRMENNR; RECHNUNGLFDNR; RECHNUNGSPOSLFDNR
BOP_RNP,RNP_RECHNUNGSPOSLFDNR; RNP_RECHNUNGLFDNR; RNP_FIRMENNR,RECHNUNGSPOSLFDNR; RECHNUNGLFDNR; FIRMENNR
EAP_RNP,RECHNUNG_FIRMENNR; RECHNUNGLFDNR; RECHNUNGSPOSLFDNR,FIRMENNR; RECHNUNGLFDNR; RECHNUNGSPOSLFDNR
EPS_RNP,RECHNUNGLFDNR; RNP_FIRMENNR; RECHNUNGSPOSLFDNR,RECHNUNGLFDNR; FIRMENNR; RECHNUNGSPOSLFDNR
KAP_RNP,RNP_FIRMENNR; RNP_RECHNUNGLFDNR; RNP_RECHNUNGSPOSLFDNR,FIRMENNR; RECHNUNGLFDNR; RECHNUNGSPOSLFDNR
KUK_RNP,LETZTE_RECHPOSLFDNR; LETZTE_RECHNUNGLFDNR; VERRECH_FIRMENNR,RECHNUNGSPOSLFDNR; RECHNUNGLFDNR; FIRMENNR
LAJ_RNP,RECHNUNGLFDNR; BUCHUNGS_FIRMENNR; RECHNUNGSPOSLFDNR,RECHNUNGLFDNR; FIRMENNR; RECHNUNGSPOSLFDNR
LPO_RNP,RECHNUNGLFDNR; RECHNUNGSPOSLFDNR; FIRMENNR,RECHNUNGLFDNR; RECHNUNGSPOSLFDNR; FIRMENNR
RNP_RNP,FIRMENNR; H_RECHNUNGSPOSLFDNR; RECHNUNGLFDNR,FIRMENNR; RECHNUNGSPOSLFDNR; RECHNUNGLFDNR
RNR_RNP,RECHNUNGLFDNR; RECHNUNGSPOSLFDNR; FIRMENNR,RECHNUNGLFDNR; RECHNUNGSPOSLFDNR; FIRMENNR
RPR_RNP,FIRMENNR; RECHNUNGSPOSLFDNR; RECHNUNGLFDNR,FIRMENNR; RECHNUNGSPOSLFDNR; RECHNUNGLFDNR
VEP_RNP,RNP_RECHNUNGSPOSID,RECHNUNGSPOSID
VRS_RNP,RNP_FIRMENNR; RNP_RECHNUNGLFDNR; RNP_RECHNUNGSPOSLFDNR,FIRMENNR; RECHNUNGLFDNR; RECHNUNGSPOSLFDNR
WEN_RNP,RECHNUNGSPOSLFDNR; RECHNUNGLFDNR; RNP_FIRMENNR,RECHNUNGSPOSLFDNR; RECHNUNGLFDNR; FIRMENNR
WEP_RNP,RNP_FIRMENNR; RECHNUNGLFDNR; RECHNUNGSPOSLFDNR,FIRMENNR; RECHNUNGLFDNR; RECHNUNGSPOSLFDNR
WEU_RNP,RECHNUNGSPOSLFDNR; RECHNUNGLFDNR; RNP_FIRMENNR,RECHNUNGSPOSLFDNR; RECHNUNGLFDNR; FIRMENNR
WKR_RNP,FIRMENNR; RECHNUNGLFDNR; RECHNUNGSPOSLFDNR,FIRMENNR; RECHNUNGLFDNR; RECHNUNGSPOSLFDNR
WRZ_RNP,RNP_RECHNUNGSPOSLFDNR; RNP_RECHNUNGLFDNR; RNP_FIRMENNR,RECHNUNGSPOSLFDNR; RECHNUNGLFDNR; FIRMENNR
RRD_RNR,FIRMENNR; RECHNUNGRABATTNR,FIRMENNR; RECHNUNGRABATTNR
R2A_RPM,RPMID,RPMID
RPR_RPR,UEBERG_RECHPROVID,RECHPROVID
VEP_RPR,RECHPROVID,RECHPROVID
SRE_RPT,REPORTNR,REPORTNR
SRE_RPT,KOPF_REPORTNR,REPORTNR
SRE_RPT,FUSS_REPORTNR,REPORTNR
MEV_RSB,RSBID,RSBID
RSD_RSD,VORIGERBELEGID,REGKASPROTOKOLLID
RSK_RSD,RSD_MONATSABSCHLUSS,REGKASPROTOKOLLID
RSK_RSD,RSD_LETZTERBON,REGKASPROTOKOLLID
RSK_RSD,RSD_STOERUNGBEGINN,REGKASPROTOKOLLID
RSK_RSD,RSD_BELEGPRUEFUNG,REGKASPROTOKOLLID
ARL_RSE,RSEID,RSEID
RER_RSE,RSEID,RSEID
WAG_RSE,RSEID,RSEID
KAS_RSI,RSI_FIRMENNR; RSI_SIGNATUREHLFDNR,FIRMENNR; SIGNATUREHLFDNR
KAS_RSK,RSK_FIRMENNR; RSK_KASSENID,FIRMENNR; KASSENID
RSD_RSK,RSK_KASSENID; RSK_FIRMENNR,KASSENID; FIRMENNR
RDD_RSP,RSPID,RSPID
ALS_RUK,RUK_FIRMENNR; RUK_RUNDUNGSKOPFNR,FIRMENNR; RUNDUNGSKOPFNR
RUP_RUK,FIRMENNR; RUNDUNGSKOPFNR,FIRMENNR; RUNDUNGSKOPFNR
WAG_RUK,RUNDUNGSKOPFNR; FIRMENNR,RUNDUNGSKOPFNR; FIRMENNR
VSR_RVC,RVCODE1; RVCODE_LANDNR,RVCCODE; LANDNR
VSR_RVC,RVCODE_LANDNR; RVCODE2,LANDNR; RVCCODE
VSR_RVC,RVCODE3; RVCODE_LANDNR,RVCCODE; LANDNR
VSR_RVC,RVCODE_LANDNR; RVCODE4,LANDNR; RVCCODE
VSR_RVC,RVCODE5; RVCODE_LANDNR,RVCCODE; LANDNR
LEI_RVD,RVDID,RVDID
RTZ_RVD,RVDID,RVDID
HNP_RVK,RVKID,RVKID
RVD_RVK,RVKID,RVKID
AVD_RZS,RZS_RZSTAMMNR; RZS_FIRMENNR,RZSTAMMNR; FIRMENNR
VAK_RZS,RZS_FIRMENNR; RZSTAMMNR,FIRMENNR; RZSTAMMNR
VAT_RZS,RZSTAMMNR; RZS_FIRMENNR,RZSTAMMNR; FIRMENNR
SA2_SA1,SAURERID; FIRMENNR,SAURERID; FIRMENNR
SA3_SA1,FIRMENNR; SAURERID,FIRMENNR; SAURERID
SA4_SA1,SAURERID; FIRMENNR,SAURERID; FIRMENNR
SAB_SAB,ABHAENGIG_VON,STELLAUSBID
AZU_SAG,SAG_STATISTIKGRPLFDNR; SAG_FIRMENNR; SAG_STATISTIKLFDNR,STATISTIKGRPLFDNR; FIRMENNR; STATISTIKLFDNR
IAP_SAG,SAG_FIRMENNR; STATISTIKLFDNR; STATISTIKGRPLFDNR,FIRMENNR; STATISTIKLFDNR; STATISTIKGRPLFDNR
PRP_SAG,SAG_FIRMENNR; STATISTIKGRPLFDNR; STATISTIKLFDNR,FIRMENNR; STATISTIKGRPLFDNR; STATISTIKLFDNR
SAG_SAG,SAG_FIRMENNR; SAG_STATISTIKLFDNR; SAG_STATISTIKGRPLFDNR,FIRMENNR; STATISTIKLFDNR; STATISTIKGRPLFDNR
SLP_SAG,SAG_STATISTIKGRPLFDNR; SAG_STATISTIKLFDNR; SAG_FIRMENNR,STATISTIKGRPLFDNR; STATISTIKLFDNR; FIRMENNR
TSK_SAG,ARS_STATISTIKLFDNR; ARS_FIRMENNR; SAG_STATISTIKGRPLFDNR,STATISTIKLFDNR; FIRMENNR; STATISTIKGRPLFDNR
ARL_SAI,FIRMENNR; SAISONNR,FIRMENNR; SAISONNR
BAP_SAK,EINKAUF_KONTONR; FIRMENNR; FIBUNR,KONTONR; FIRMENNR; FIBUNR
BEX_SAK,FIBUNR; FIRMENNR; KONTONR,FIBUNR; FIRMENNR; KONTONR
BPA_SAK,KONTONR; FIRMENNR; FIBUNR,KONTONR; FIRMENNR; FIBUNR
BUD_SAK,FIBUNR; FIRMENNR; KONTONR,FIBUNR; FIRMENNR; KONTONR
BWE_SAK,WEK_KONTONR; FIRMENNR; FIBUNR,KONTONR; FIRMENNR; FIBUNR
FZP_SAK,FIBUNR; FIRMENNR; KONTONR,FIBUNR; FIRMENNR; KONTONR
PKP_SAK,KONTONR; FIRMENNR; FIBUNR,KONTONR; FIRMENNR; FIBUNR
BAP_SAK,FIBUNR; FIRMENNR; VERKAUF_KONTONR,FIBUNR; FIRMENNR; KONTONR
BIP_SAK,AFA_KONTONR; FIRMENNR; FIBUNR,KONTONR; FIRMENNR; FIBUNR
BPA_SAK,FIRMENNR; FIBUNR; PLANBIL_KONTONR,FIRMENNR; FIBUNR; KONTONR
BTP_SAK,ZINSEN_KONTONR; FIBUNR; FIRMENNR,KONTONR; FIBUNR; FIRMENNR
BWE_SAK,FIRMENNR; FIBUNR; WES_KONTONR,FIRMENNR; FIBUNR; KONTONR
PKP_SAK,PROVISION_KONTONR; FIBUNR; FIRMENNR,KONTONR; FIBUNR; FIRMENNR
BIP_SAK,FIRMENNR; FIBUNR; AFA_PLANBIL_KONTONR,FIRMENNR; FIBUNR; KONTONR
PKP_SAK,PRAEMIE_KONTONR; FIBUNR; FIRMENNR,KONTONR; FIBUNR; FIRMENNR
PKP_SAK,FIRMENNR; FIBUNR; SZ_KONTONR,FIRMENNR; FIBUNR; KONTONR
PKP_SAK,SV_KONTONR; FIBUNR; FIRMENNR,KONTONR; FIBUNR; FIRMENNR
PKP_SAK,FIRMENNR; FIBUNR; DB_KONTONR,FIRMENNR; FIBUNR; KONTONR
PKP_SAK,DZ_KONTONR; FIBUNR; FIRMENNR,KONTONR; FIBUNR; FIRMENNR
PKP_SAK,FIRMENNR; FIBUNR; KOMMUNALSTEUER_KONTONR,FIRMENNR; FIBUNR; KONTONR
PKP_SAK,MVK_KONTONR; FIBUNR; FIRMENNR,KONTONR; FIBUNR; FIRMENNR
PKP_SAK,FIRMENNR; FIBUNR; MINIJOB_KONTONR,FIRMENNR; FIBUNR; KONTONR
PRO_SAP,SAP_FIRMENNR; SAP_SAMMELPROJEKTNR,FIRMENNR; SAMMELPROJEKTNR
FSZ_SAT,AAS_AASID; SAT_SETANTWDETAILLFDNR,AAS_AASID; SETANTWDETAILLFDNR
VZW_SBC,SBC_FIRMENNR; SBC_SBCCODE,FIRMENNR; SBCCODE
SBF_SBG,BRIEFGRUPPENNR,BRIEFGRUPPENNR
SBG_SBG,SBG_BRIEFGRUPPENNR,BRIEFGRUPPENNR
LMB_SBK,FIRMENNR; SBKNR,FIRMENNR; SBKNR
SBP_SBK,SBKNR; FIRMENNR,SBKNR; FIRMENNR
ASR_SBS,SBS_STELLBESCHID,STELLBESCHID
MIS_SBS,SBS_STELLBESCHID,STELLBESCHID
MSH_SBS,SBS_STELLBESCHID,STELLBESCHID
SAB_SBS,SBS_STELLBESCHID,STELLBESCHID
STA_SBS,SBS_STELLBESCHID,STELLBESCHID
STM_SBS,SBS_STELLBESCHID,STELLBESCHID
TMO_SBS,STELLENBESCH_ID,STELLBESCHID
OUF_SBV,KOPFTEXTID,VORLAGENID
OUP_SBV,TEXTBAUSTEINID09,VORLAGENID
OUF_SBV,FUSSTEXTID,VORLAGENID
OUP_SBV,TEXTBAUSTEINID05,VORLAGENID
OUP_SBV,HEADERTEXTID,VORLAGENID
OUP_SBV,TEXTBAUSTEINID01,VORLAGENID
OUP_SBV,TEXTBAUSTEINID10,VORLAGENID
OUP_SBV,TEXTBAUSTEINID04,VORLAGENID
OUP_SBV,TEXTBAUSTEINID02,VORLAGENID
OUP_SBV,TEXTBAUSTEINID07,VORLAGENID
OUP_SBV,TEXTBAUSTEINID03,VORLAGENID
OUP_SBV,TEXTBAUSTEINID08,VORLAGENID
OUP_SBV,TEXTBAUSTEINID06,VORLAGENID
RIA_SCA,SCAID,SCAID
RIH_SCA,SCAID,SCAID
SCA_SCA,HAUPT_ID,SCAID
SCG_SCA,SCAID,SCAID
SCA_SCA,SCA_REF_ID,SCAID
SCC_SCC,UNDO_REVISIONSNR_SVN; UNDO_FILELFDNR; FILEFULLNAME_SVN; SVNREPOKZ,REVISIONSNR_SVN; FILELFDNR; FILEFULLNAME_SVN; SVNREPOKZ
SCE_SCE,SCE_REF_ID,SCEID
SCG_SCE,SCEID,SCEID
SCO_SCE,SCEID,SCEID
SCI_SCG,SCGID,SCGID
RIA_SCK,SCKID,SCKID
RIH_SCK,SCKID_SEVERITY,SCKID
SCA_SCK,SCKID,SCKID
SCE_SCK,SCKID,SCKID
SCG_SCK,SCKID,SCKID
SCL_SCK,SCKID,SCKID
RIH_SCK,SCKID_OCCURENCE,SCKID
SCA_SCK,SCKID_SEVERITY,SCKID
RIH_SCK,SCKID_DETECTION,SCKID
SCA_SCK,SCKID_OCCURENCE,SCKID
SCA_SCK,SCKID_DETECTION,SCKID
RIA_SCL,SCLID,SCLID
SCI_SCL,SCLID,SCLID
SCY_SCM,SCRNR_ABHAENGIG,SCRNR
TAZ_SCM,SCRNR,SCRNR
TBT_SCM,SCRNR,SCRNR
TIZ_SCM,SCRNR,SCRNR
TKT_SCM,SCRNR,SCRNR
TKZ_SCM,SCRNR,SCRNR
SCM_SCM,TIC_MERGE_SCRNR,SCRNR
SCY_SCM,SCRNR_UEBEL,SCRNR
SCI_SCO,SCOID,SCOID
SCA_SCQ,SCQID,SCQID
SCK_SCQ,SCQID,SCQID
SEB_SEB,PARENT_SEBID,SEBID
DVH_SEK,SEK_FIRMENNR; SEKRETARIATSNR,FIRMENNR; SEKRETARIATSNR
MIT_SEK,SEK_FIRMENNR; SEKRETARIATSNR,FIRMENNR; SEKRETARIATSNR
POS_SEK,SEKRETARIATSNR; SEK_FIRMENNR,SEKRETARIATSNR; FIRMENNR
SFE_SFF,SKILLFILTERID,SKILLFILTERID
SFZ_SFK,SFKID,SFKID
SFF_SFR,SFR_SKILLREGELID_STAMM,SKILLREGELID
SLR_SFR,SKILLREGELID,SKILLREGELID
SFF_SFR,SFR_SKILLREGELID_IFT,SKILLREGELID
DNV_SID,HRSSEQID,HRSSEQID
GBK_SID,HRSSEQID,HRSSEQID
GKV_SID,SID_KVID,HRSSEQID
HIN_SID,SID_HRSSEQID_KOV,HRSSEQID
KOW_SID,HRSSEQID,HRSSEQID
KRD_SID,KVID,HRSSEQID
KVN_SID,HRSSEQID,HRSSEQID
KVX_SID,HRSSEQID,HRSSEQID
LAR_SID,KVID,HRSSEQID
LGB_SID,KVID,HRSSEQID
LGF_SID,KVID,HRSSEQID
PSM_SID,HRSSEQID,HRSSEQID
REI_SID,SID_KVID,HRSSEQID
SNV_SID,HRSSEQID,HRSSEQID
SZU_SID,KVID,HRSSEQID
TML_SID,SID_KVID,HRSSEQID
LAW_SID,KVID,HRSSEQID
SGD_SIG,SIGID,SIGID
SSU_SKE,STEUER_ERKLZUNR; STEUER_ERKLNR; ERKLERWLFDNR; ERKLERWMODELL,STEUER_ERKLZUNR; STEUER_ERKLNR; ERKLERWLFDNR; ERKLERWMODELL
APS_SLK,STKLISTKOPFID,STKLISTKOPFID
ARL_SLK,STKLISTKOPFID,STKLISTKOPFID
BPD_SLK,SLK_STKLISTKOPFID,STKLISTKOPFID
BVO_SLK,SLK_STKLISTKOPFID,STKLISTKOPFID
EPS_SLK,STKLISTKOPFID,STKLISTKOPFID
ERO_SLK,SLK_STKLISTKOPFID,STKLISTKOPFID
MOP_SLK,STKLISTKOPFID,STKLISTKOPFID
SLA_SLK,STKLISTKOPFID,STKLISTKOPFID
SLK_SLK,URSPRUNG_STKLISTKOPFID,STKLISTKOPFID
SLP_SLK,BAUGRUPPENID,STKLISTKOPFID
ARL_SLK,PRD_STKLISTKOPFID,STKLISTKOPFID
SLP_SLK,STKLISTPOSID,STKLISTKOPFID
SBA_SMA,FIRMENNR; MITARBEITERID; DIENSTVLFDNR; LOHNJAHR; DBSNR; SCHNITTNR,FIRMENNR; MITARBEITERID; DIENSTVLFDNR; LOHNJAHR; DBSNR; SCHNITTNR
ASB_SMI,SMI_FIRMENNR; SMARTINTERFACEID,FIRMENNR; SMARTINTERFACEID
AWE_SMI,SMI_SMARTINTERFACEID; SMI_FIRMENNR,SMARTINTERFACEID; FIRMENNR
AWZ_SMI,SMI_FIRMENNR; SMI_SMARTINTERFACEID,FIRMENNR; SMARTINTERFACEID
SMZ_SMI,STAPELINTERFACEID; STAPEL_FIRMENNR,SMARTINTERFACEID; FIRMENNR
SSZ_SMI,SMI_FIRMENNR; SMI_SMARTINTERFACEID,FIRMENNR; SMARTINTERFACEID
SMZ_SMI,SMARTINTERFACEID; SMI_FIRMENNR,SMARTINTERFACEID; FIRMENNR
SMA_SNI,DBSNR; SCHNITTNR,DBSNR; SCHNITTNR
SNV_SNI,SCHNITTNR; DBSNR,SCHNITTNR; DBSNR
SZU_SNI,SCHNITTNR; DBSNR,SCHNITTNR; DBSNR
LAW_SNI,SCHNITTNR_1; DBSNR,SCHNITTNR; DBSNR
LAW_SNI,DBSNR; SCHNITTNR_10,DBSNR; SCHNITTNR
LAW_SNI,SCHNITTNR_11; DBSNR,SCHNITTNR; DBSNR
LAW_SNI,DBSNR; SCHNITTNR_12,DBSNR; SCHNITTNR
LAW_SNI,SCHNITTNR_2; DBSNR,SCHNITTNR; DBSNR
LAW_SNI,DBSNR; SCHNITTNR_3,DBSNR; SCHNITTNR
LAW_SNI,SCHNITTNR_4; DBSNR,SCHNITTNR; DBSNR
LAW_SNI,DBSNR; SCHNITTNR_5,DBSNR; SCHNITTNR
LAW_SNI,SCHNITTNR_6; DBSNR,SCHNITTNR; DBSNR
LAW_SNI,DBSNR; SCHNITTNR_7,DBSNR; SCHNITTNR
LAW_SNI,SCHNITTNR_8; DBSNR,SCHNITTNR; DBSNR
LAW_SNI,DBSNR; SCHNITTNR_9,DBSNR; SCHNITTNR
ACS_SNR,SNR_ID,SERNRID
AVE_SNR,SNR_SERNRID,SERNRID
AVL_SNR,SNR_SERNRID,SERNRID
BOP_SNR,SNR_SERNRID,SERNRID
BPD_SNR,SERNRID,SERNRID
BVO_SNR,SNR_SERNRID,SERNRID
DIS_SNR,SERNRID,SERNRID
ELV_SNR,SERNRID,SERNRID
EPS_SNR,SERNRID,SERNRID
ERO_SNR,SERNRID,SERNRID
IAP_SNR,SERNRID,SERNRID
IVP_SNR,SERNRID,SERNRID
KAP_SNR,SNR_SERNRID,SERNRID
LAJ_SNR,SERNRID,SERNRID
LKO_SNR,SERNRID,SERNRID
LPO_SNR,SERNRID,SERNRID
TRE_SNR,SERNRID,SERNRID
TRJ_SNR,SERNRID,SERNRID
TRP_SNR,SERNRID,SERNRID
VLJ_SNR,SERNRID,SERNRID
WAP_SNR,SERNRID,SERNRID
LAJ_SNR,UMB_SERNRID,SERNRID
PSO_SOZ,SOZIALNR; LANDNR,SOZIALNR; LANDNR
SCH_SPK,STAPELID,STAPELID
SPT_SPK,STAPELID,STAPELID
SPX_SPK,STAPELID,STAPELID
BAR_SPQ,SPQ_SPESENARTID,SPESENARTID
SPE_SPQ,SPESENARTID,SPESENARTID
SPE_SPQ,VERTEIL_SPESENARTID1,SPESENARTID
SPE_SPQ,VERTEIL_SPESENARTID10,SPESENARTID
SPE_SPQ,VERTEIL_SPESENARTID2,SPESENARTID
SPE_SPQ,VERTEIL_SPESENARTID3,SPESENARTID
SPE_SPQ,VERTEIL_SPESENARTID4,SPESENARTID
SPE_SPQ,VERTEIL_SPESENARTID5,SPESENARTID
SPE_SPQ,VERTEIL_SPESENARTID6,SPESENARTID
SPE_SPQ,VERTEIL_SPESENARTID7,SPESENARTID
SPE_SPQ,VERTEIL_SPESENARTID8,SPESENARTID
SPE_SPQ,VERTEIL_SPESENARTID9,SPESENARTID
SAP_SPR,SPRACHNR,SPRACHNR
SPP_SPX,STAPELID; STAPELVARIABLELFDNR,STAPELID; STAPELVARIABLELFDNR
ADB_SRA,HAUPTFIRMENNR; STEUERARTNR,FIRMENNR; STEUERARTNR
ADC_SRA,STEUERARTNR; HAUPTFIRMENNR,STEUERARTNR; FIRMENNR
ADE_SRA,HAUPTFIRMENNR; STEUERARTNR,FIRMENNR; STEUERARTNR
ADU_SRA,HAUPTFIRMENNR; STEUERARTNR,FIRMENNR; STEUERARTNR
ADW_SRA,STEUERARTNR; HAUPTFIRMENNR,STEUERARTNR; FIRMENNR
ESZ_SRA,HAUPTFIRMENNR; STEUERARTNR,FIRMENNR; STEUERARTNR
SRP_SRA,FIRMENNR; STEUERARTNR,FIRMENNR; STEUERARTNR
SRW_SRA,STEUERARTNR; FIRMENNR,STEUERARTNR; FIRMENNR
AVE_SRM,ABRECHNUNGSMODELL_WHF,SAMMELRECHID
EFK_SRM,SAMMELRECHID,SAMMELRECHID
ERZ_SRM,ABRECHNUNGSMODELL_WHF,SAMMELRECHID
RNG_SRM,SAMMELRECHID,SAMMELRECHID
WAD_SRM,SAMMELRECHID,SAMMELRECHID
WKG_SRM,SAMMELRECHID,SAMMELRECHID
WZA_SRM,SAMMELRECHID,SAMMELRECHID
EFK_SRM,ABRECHNUNGSMODELL_WHF,SAMMELRECHID
ARL_SRT,FIRMENNR; STEUERTABNR,FIRMENNR; STEUERTABNR
SRP_SRT,STEUERTABNR; FIRMENNR,STEUERTABNR; FIRMENNR
WAG_SRT,STEUERTABNR; FIRMENNR,STEUERTABNR; FIRMENNR
SUZ_SSA,SSOAPPID,SSOAPPID
BUC_SSC,FIRMENNR; FIBUNR; LAN_LANDNR; STEUERSCHLUESSELNR,FIRMENNR; FIBUNR; LANDNR; STEUERSCHLUESSELNR
VEB_SSC,STEUERSCHLUESSELNR; LANDNR; FIBUNR; FIRMENNR,STEUERSCHLUESSELNR; LANDNR; FIBUNR; FIRMENNR
KOZ_SSK,SSK_FIRMENNR; SSK_SAMNR,FIRMENNR; SAMNR
SSP_SSK,SAMNR; FIRMENNR,SAMNR; FIRMENNR
STH_STB,STBID,STBID
STO_STB,STBID,STBID
BAS_STC,STEUERCODENR; LANDNR,STEUERCODENR; LANDNR
BRS_STC,STEUERCODENR; LANDNR,STEUERCODENR; LANDNR
BUC_STC,LAN_LANDNR; STC_STEUERCODENR,LANDNR; STEUERCODENR
EAS_STC,LANDNR; STEUERCODENR,LANDNR; STEUERCODENR
MAV_STC,STEUERCODENR; LANDNR,STEUERCODENR; LANDNR
SKO_STC,STEUERCODENR; LANDNR,STEUERCODENR; LANDNR
SSC_STC,STC_STEUERCODENR; LANDNR,STEUERCODENR; LANDNR
STF_STC,LANDNR; STEUERCODENR,LANDNR; STEUERCODENR
TSA_STC,STEUERCODENR; LANDNR,STEUERCODENR; LANDNR
UVS_STC,LANDNR; STEUERCODENR,LANDNR; STEUERCODENR
UVW_STC,STC_STEUERCODENR; LAN_LANDNR,STEUERCODENR; LANDNR
VEB_STC,STC_STEUERCODENR; LANDNR,STEUERCODENR; LANDNR
VEU_STC,LANDNR; STEUERCODENR,LANDNR; STEUERCODENR
WGD_STC,STEUERCODENR; LANDNR,STEUERCODENR; LANDNR
YAS_STC,LANDNR; STEUERCODENR,LANDNR; STEUERCODENR
YBU_STC,STC_STEUERCODENR; LAN_LANDNR,STEUERCODENR; LANDNR
ZVK_STC,LANDNR; STEUERCODENR,LANDNR; STEUERCODENR
SKZ_STE,STEUER_ERKLNR,STEUER_ERKLNR
XSE_STE,STEUER_ERKLNR,STEUER_ERKLNR
STC_STG,STG_STEUERGRUPPENNR; LANDNR,STEUERGRUPPENNR; LANDNR
SZZ_STH,STH_LEFT_ID,STHID
SZZ_STH,STH_RIGHT_ID,STHID
DSD_DSM,ERST_NR; SET_NR; SET_KZ,ERST_NR; SET_NR; SET_KZ
ASO_STK,STK_STKID,STKID
STP_STK,STKID,STKID
SCE_STT,STT_STTID,STTID
STH_STT,STTID,STTID
STO_STT,STTID,STTID
GEA_STV,STV_STVCODE; STV_FIRMENNR,STVCODE; FIRMENNR
GEA_STV,STV_EK_FIRMENNR; STV_EK_STVCODE,FIRMENNR; STVCODE
SAK_SVK,FIRMENNR; SVK_SKONTOVERBUCHKZ; FIBUNR,FIRMENNR; SKONTOVERBUCHKZ; FIBUNR
SKO_SVK,FIBUNR; SVK_SKONTOVERBUCHKZ; FIRMENNR,FIBUNR; SKONTOVERBUCHKZ; FIRMENNR
RPV_SYD,DRUCKERNAME,DRUCKERNAME
SYK_SYS,SYSID,SYSID
TGR_TBR,DBS_DATENBESTAND; LOHNJAHR; TBR_NR,DATENBESTAND; JAHR; BESCHGR_NR
TCZ_TCA,TCA_TCAID; VERSIONSNR,TCAID; VERSIONSNR
TCD_TCK,TCKNAME,TCKNAME
TCA_TCN,VERSIONSNR,VERSIONSNR
TCD_TCN,VERSIONSNR,VERSIONSNR
TCV_TCN,VERSIONSNR,VERSIONSNR
TCV_TCT,TCTID,TCTID
TCZ_TCV,TCV_TCTID; VERSIONSNR,TCTID; VERSIONSNR
SFZ_TEA,TEA_TELEFONARTNR,TELEFONARTNR
TEL_TEA,TELEFONARTNR,TELEFONARTNR
TEL_TEH,TELKOMNR,TELKOMNR
INS_TEL,TELLFDNR,TELLFDNR
TPR_TEL,TELLFDNR,TELLFDNR
ATV_TER,TER_TERMINNR,TERMINNR
ETZ_TER,TER_TERMINNR,TERMINNR
EVT_TER,REMIND_TERMINNR,TERMINNR
MBM_TGR,DATENBESTANDNR; JAHR; TARIFGRUPPENNR,DBS_DATENBESTAND; LOHNJAHR; TARIFGRUPPENNR
PSJ_TGR,TGR_LEHRLINGNR; LOHNJAHR; DBS_DATENBESTANDNR,TARIFGRUPPENNR; LOHNJAHR; DBS_DATENBESTAND
PSM_TGR,DBS_DATENBESTANDNR; PSMJAHR; TGR_TARIFGRUPPENNR,DBS_DATENBESTAND; LOHNJAHR; TARIFGRUPPENNR
TGP_TGR,TGR_NR; LOHNJAHR; DATENBESTAND,TARIFGRUPPENNR; LOHNJAHR; DBS_DATENBESTAND
TTG_TGR,DATENBESTAND; LOHNJAHR; TGR_NR,DBS_DATENBESTAND; LOHNJAHR; TARIFGRUPPENNR
PSM_TGR,TGR_VG_WECHSEL_NR; PSMJAHR; DBS_DATENBESTANDNR,TARIFGRUPPENNR; LOHNJAHR; DBS_DATENBESTAND
TLU_TLA,TLAID,TLAID
TLU_TLE,TLEID,TLEID
TLA_TLK,TLKID,TLKID
TLE_TLK,TLKID,TLKID
TLP_TLK,TLKID,TLKID
TLT_TLK,TLKID,TLKID
TLA_TLP,TLPID,TLPID
TLE_TLP,TLPID,TLPID
TLU_TLP,TLPID,TLPID
TLU_TLT,TLTID,TLTID
AZD_TMO,TAGESMODELLNR; FIRMENNR,TAGESMODELLNR; FIRMENNR
AZM_TMO,TMO_FIRMENNR; TAGESMODELLNR,FIRMENNR; TAGESMODELLNR
BTG_TMO,TAGESMODELLNR; TMO_FIRMENNR,TAGESMODELLNR; FIRMENNR
PGZ_TMO,TMO_FIRMENNR; TMO_TAGESMODELLNR,FIRMENNR; TAGESMODELLNR
PLG_TMO,FREI_TMO_FIRMENNR; FREI_TAGESMODELLNR,FIRMENNR; TAGESMODELLNR
TBA_TMO,TAGESMODELLNR; FIRMENNR,TAGESMODELLNR; FIRMENNR
TMO_TMO,FIRMENNR; SONNTAG_TAGESMODELLNR,FIRMENNR; TAGESMODELLNR
TMS_TMO,TAGESMODELLNR; TMO_FIRMENNR,TAGESMODELLNR; FIRMENNR
