----[BEISTRICH GETRENNTE CSV!]
----Code, Parent Key Columns, Child Key Columns 
BPK_ERT,KOPF_ERFASSTEXTNR; FIRMENNR,ERFASSTEXTNR; FIRMENNR
BVO_ERT,BESCH_ERFASSTEXTNR; ERT_FIRMENNR,ERFASSTEXTNR; FIRMENNR
EFK_ERT,FIRMENNR; KOPF_ERFASSTEXTNR,FIRMENNR; ERFASSTEXTNR
EQI_ERT,FIRMENNR; BESCH_ERFASSTEXTNR,FIRMENNR; ERFASSTEXTNR
ERG_ERT,FIRMENNR; ERFASSTEXTNR,FIRMENNR; ERFASSTEXTNR
ERP_ERT,VOR_ERFASSTEXTNR; FIRMENNR,ERFASSTEXTNR; FIRMENNR
KAK_ERT,KOPFTEXT_FIRMENNR; KOPF_ERFASSTEXTNR,FIRMENNR; ERFASSTEXTNR
KAP_ERT,ERT_VOR_ERFASSTEXTNR; ERT_VOR_FIRMENNR,ERFASSTEXTNR; FIRMENNR
MKD_ERT,FIRMENNR; BESCH_ERFASSTEXTNR,FIRMENNR; ERFASSTEXTNR
MKN_ERT,BESCH_ERFASSTEXTNR; FIRMENNR,ERFASSTEXTNR; FIRMENNR
WAP_ERT,ERT_FIRMENNR; BESCH_ERFASSTEXTNR,FIRMENNR; ERFASSTEXTNR
AVE_ERT,ERT_KBESC_ERFASSTEXTNR; ERT_KBESC_FIRMENNR,ERFASSTEXTNR; FIRMENNR
BON_ERT,FUSSTEXT_FIRMENNR; FUSS_ERFASSTEXTNR,FIRMENNR; ERFASSTEXTNR
BOP_ERT,ERT_NACH_ERFASSTEXTNR; ERT_NACH_FIRMENNR,ERFASSTEXTNR; FIRMENNR
BPK_ERT,FIRMENNR; FUSS_ERFASSTEXTNR,FIRMENNR; ERFASSTEXTNR
BPP_ERT,KURZBEZ_ERFASSTEXTNR; FIRMENNR,ERFASSTEXTNR; FIRMENNR
BVO_ERT,KURZBESCH_ERFASSTEXTNR; ERT_FIRMENNR,ERFASSTEXTNR; FIRMENNR
EFK_ERT,FIRMENNR; FUSS_ERFASSTEXTNR,FIRMENNR; ERFASSTEXTNR
ERP_ERT,NACH_ERFASSTEXTNR; FIRMENNR,ERFASSTEXTNR; FIRMENNR
KAK_ERT,FUSSTEXT_FIRMENNR; FUSS_ERFASSTEXTNR,FIRMENNR; ERFASSTEXTNR
KAP_ERT,ERT_NACH_ERFASSTEXTNR; ERT_NACH_FIRMENNR,ERFASSTEXTNR; FIRMENNR
WAP_ERT,ERT_FIRMENNR; KURZBESCH_ERFASSTEXTNR,FIRMENNR; ERFASSTEXTNR
AVE_ERT,ERFGRP_ERFASSTEXTNR3; ERFGRP_ET_FIRMENNR,ERFASSTEXTNR; FIRMENNR
AVE_ERT,ERFGRP_ET_FIRMENNR; ERFGRP_ERFASSTEXTNR4,FIRMENNR; ERFASSTEXTNR
AVE_ERT,KOPF_ERFASSTEXTNR; FIRMENNR,ERFASSTEXTNR; FIRMENNR
BOP_ERT,ERT_BEZ_FIRMENNR; ERT_BEZ_ERFASSTEXTNR,FIRMENNR; ERFASSTEXTNR
BPK_ERT,BESTELL_ERFASSTEXTNR; FIRMENNR,ERFASSTEXTNR; FIRMENNR
BPP_ERT,FIRMENNR; BESCH_ERFASSTEXTNR,FIRMENNR; ERFASSTEXTNR
BVO_ERT,VOR_ERFASSTEXTNR; ERT_FIRMENNR,ERFASSTEXTNR; FIRMENNR
EFK_ERT,FIRMENNR; STEUER_ERFASSTEXTNR,FIRMENNR; ERFASSTEXTNR
ERP_ERT,KURZBEZ_ERFASSTEXTNR; FIRMENNR,ERFASSTEXTNR; FIRMENNR
KAP_ERT,ERT_BEZ_FIRMENNR; ERT_BEZ_ERFASSTEXTNR,FIRMENNR; ERFASSTEXTNR
LFS_ERT,EMAIL_ERFASSTEXTNR; FIRMENNR,ERFASSTEXTNR; FIRMENNR
RNG_ERT,FIRMENNR; STEUER_ERFASSTEXTNR,FIRMENNR; ERFASSTEXTNR
AVE_ERT,FUSS_ERFASSTEXTNR; FIRMENNR,ERFASSTEXTNR; FIRMENNR
BOP_ERT,ERT_KBEZ_FIRMENNR; ERT_KBEZ_ERFASSTEXTNR,FIRMENNR; ERFASSTEXTNR
BPK_ERT,EMAIL_ERFASSTEXTNR; FIRMENNR,ERFASSTEXTNR; FIRMENNR
BPP_ERT,FIRMENNR; NACH_ERFASSTEXTNR,FIRMENNR; ERFASSTEXTNR
BVO_ERT,NACH_ERFASSTEXTNR; ERT_FIRMENNR,ERFASSTEXTNR; FIRMENNR
EFK_ERT,FIRMENNR; BESTELL_ERFASSTEXTNR,FIRMENNR; ERFASSTEXTNR
ERP_ERT,BEZ_ERFASSTEXTNR; FIRMENNR,ERFASSTEXTNR; FIRMENNR
KAP_ERT,ERT_KBEZ_FIRMENNR; ERT_KBEZ_ERFASSTEXTNR,FIRMENNR; ERFASSTEXTNR
RNG_ERT,EMAIL_ERFASSTEXTNR; FIRMENNR,ERFASSTEXTNR; FIRMENNR
AVE_ERT,FIRMENNR; ERP_VOR_ERFASSTEXTNR,FIRMENNR; ERFASSTEXTNR
BOP_ERT,ERT_BESCH_ERFASSTEXTNR; ERT_BESCH_FIRMENNR,ERFASSTEXTNR; FIRMENNR
BPP_ERT,FIRMENNR; VOR_ERFASSTEXTNR,FIRMENNR; ERFASSTEXTNR
EFK_ERT,EMAIL_ERFASSTEXTNR; FIRMENNR,ERFASSTEXTNR; FIRMENNR
ERP_ERT,FIRMENNR; BESCH_ERFASSTEXTNR,FIRMENNR; ERFASSTEXTNR
KAP_ERT,ERT_BESCH_ERFASSTEXTNR; ERT_BESCH_FIRMENNR,ERFASSTEXTNR; FIRMENNR
RNG_ERT,FIRMENNR; STEUER_ERFASSTEXTNR_S1,FIRMENNR; ERFASSTEXTNR
AVE_ERT,ERP_NACH_ERFASSTEXTNR; FIRMENNR,ERFASSTEXTNR; FIRMENNR
EFK_ERT,FIRMENNR; KOPF_RECH_ERFASSTEXTNR,FIRMENNR; ERFASSTEXTNR
RNG_ERT,STEUER_ERFASSTEXTNR_S2; FIRMENNR,ERFASSTEXTNR; FIRMENNR
AVE_ERT,ERFGRP_ET_FIRMENNR; ERFGRP_ERFASSTEXTNR,FIRMENNR; ERFASSTEXTNR
EFK_ERT,FUSS_RECH_ERFASSTEXTNR; FIRMENNR,ERFASSTEXTNR; FIRMENNR
RNG_ERT,FIRMENNR; STEUER_ERFASSTEXTNR_S3,FIRMENNR; ERFASSTEXTNR
AVE_ERT,EMAIL_ERFASSTEXTNR; FIRMENNR,ERFASSTEXTNR; FIRMENNR
EFK_ERT,KOPF_LFS_ERFASSTEXTNR; FIRMENNR,ERFASSTEXTNR; FIRMENNR
RNG_ERT,FIRMENNR; STEUER_ERFASSTEXTNR_S4,FIRMENNR; ERFASSTEXTNR
AVE_ERT,ERFGRP_ERFASSTEXTNR1; ERFGRP_ET_FIRMENNR,ERFASSTEXTNR; FIRMENNR
EFK_ERT,FUSS_LFS_ERFASSTEXTNR; FIRMENNR,ERFASSTEXTNR; FIRMENNR
RNG_ERT,FIRMENNR; STEUER_ERFASSTEXTNR_S5,FIRMENNR; ERFASSTEXTNR
AVE_ERT,ERFGRP_ERFASSTEXTNR2; ERFGRP_ET_FIRMENNR,ERFASSTEXTNR; FIRMENNR
ERB_ERW,ERW_WORKFLOWNR; ERW_FIRMENNR,WORKFLOWNR; FIRMENNR
PEK_ERW,ERW_WORKFLOWNR; ERW_FIRMENNR,WORKFLOWNR; FIRMENNR
AVE_ERZ,ERZ_FIRMENNR; ERZ_ERFASSUNGSKZ,FIRMENNR; ERFASSUNGSKZ
BON_ERZ,ERFASSUNGSKZ; FIRMENNR,ERFASSUNGSKZ; FIRMENNR
BPK_ERZ,FIRMENNR; ERFASSUNGSKZ,FIRMENNR; ERFASSUNGSKZ
EAK_ERZ,ERFASSUNGSKZ; FIRMENNR,ERFASSUNGSKZ; FIRMENNR
EFK_ERZ,FIRMENNR; ERFASSUNGSKZ,FIRMENNR; ERFASSUNGSKZ
ERG_ERZ,ERFASSUNGSKZ; FIRMENNR,ERFASSUNGSKZ; FIRMENNR
ERZ_ERZ,VKEK_ERFKZ_FIRMENNR; VKEK_ERFKZ,FIRMENNR; ERFASSUNGSKZ
ESZ_ERZ,ERFASSUNGSKZ; FIRMENNR,ERFASSUNGSKZ; FIRMENNR
GSA_ERZ,ERZ_FIRMENNR; ERZ_ERFASSUNGSKZ,FIRMENNR; ERFASSUNGSKZ
IDZ_ERZ,ERFASSUNGSKZ; ERZ_FIRMENNR,ERFASSUNGSKZ; FIRMENNR
KAE_ERZ,ERZ_ERFASSUNGSKZ; ERZ_FIRMENNR,ERFASSUNGSKZ; FIRMENNR
KAK_ERZ,FIRMENNR; ERFASSUNGSKZ,FIRMENNR; ERFASSUNGSKZ
KAS_ERZ,ERZ_FIRMENNR; ERZ_ERFASSUNGSKZ,FIRMENNR; ERFASSUNGSKZ
KZA_ERZ,ERFASSUNGSKZ; ERZ_FIRMENNR,ERFASSUNGSKZ; FIRMENNR
VPB_ERZ,ERFASSUNGSKZ; FIRMENNR,ERFASSUNGSKZ; FIRMENNR
WKP_ERZ,ERZ_FIRMENNR; ERFASSUNGSKZ,FIRMENNR; ERFASSUNGSKZ
WZZ_ERZ,ERZ_ERFASSUNGSKZ; ERZ_FIRMENNR,ERFASSUNGSKZ; FIRMENNR
ERZ_ERZ,PROD_ERFKZ_FIRMENNR; PROD_ERFKZ,FIRMENNR; ERFASSUNGSKZ
KAS_ERZ,ERZ_ERFASSUNGSKZ_WZA; ERZ_FIRMENNR,ERFASSUNGSKZ; FIRMENNR
ERZ_ERZ,ABRUF_ERFKZ_FIRMENNR; ABRUF_ERFKZ,FIRMENNR; ERFASSUNGSKZ
ESU_ESC,ESCID,ESCID
EFK_ESD,ESDID,ESDID
ERP_ESD,ESDID,ESDID
LFS_ESD,ESDID,ESDID
RNG_ESD,ESDID,ESDID
ES2_ESM,ESMID,ESMID
ENT_EST,ESTID,ESTID
EAB_ESU,VON_ESUID,ESUID
EAB_ESU,AUF_ESUID,ESUID
ARL_ETK,FIRMENNR; ETIKETT_KLASSE,FIRMENNR; ETIKETT_KLASSE
ETZ_EVG,EVG_EVGTAGID,EVGTAGID
EVN_EVG,EVGTAGID,EVGTAGID
EVV_EVG,TAGID,EVGTAGID
EVZ_EVG,TAGID,EVGTAGID
TER_EVG,EVGTAGID,EVGTAGID
AKR_EVN,EVN_TEILNEHMERID,TEILNEHMERID
ALE_EVN,EVN_TEILNEHMERID,TEILNEHMERID
ATV_EVN,EVN_TEILNEHMERID,TEILNEHMERID
ETZ_EVN,EVN_TEILNEHMERID,TEILNEHMERID
EVN_EVN,GEHOERTZU_TEILNEHMERID,TEILNEHMERID
EVZ_EVN,TEILNEHMERID,TEILNEHMERID
KJO_EVN,TEILNEHMERID,TEILNEHMERID
VAA_EVN,EVN_TEILNEHMERID,TEILNEHMERID
VAT_EVN,EVN_TEILNEHMERID,TEILNEHMERID
WTE_EVN,TEILNEHMERID,TEILNEHMERID
EVN_EVS,ZUSAGE_STATUSID,STATUSID
EVZ_EVS,TEILNAHME_STATUSID,STATUSID
MAB_EVS,EVS_TEILNAHME_STATUSID,STATUSID
SFE_EVS,EVS_ZUSAGE_STATUSID,STATUSID
EVN_EVS,TEILNAHME_STATUSID,STATUSID
SFE_EVS,EVS_TEILNAHME_STATUSID,STATUSID
SLR_EVS,EVS_ZUSAGE_STATUSID,STATUSID
SLR_EVS,EVS_TEILNAHME_STATUSID,STATUSID
ALE_EVT,EVT_EVENTID,EVENTID
EAZ_EVT,EVT_EVENTID,EVENTID
EMP_EVT,EVENTID,EVENTID
ESU_EVT,EVENTID,EVENTID
ETZ_EVT,EVT_EVENTID,EVENTID
EVA_EVT,EVENTID,EVENTID
EVD_EVT,EVT_EVENTID,EVENTID
EVG_EVT,EVENTID,EVENTID
EVK_EVT,EVENTID,EVENTID
EVL_EVT,EVENTID,EVENTID
EVN_EVT,EVENTID,EVENTID
EVT_EVT,VORLAGE_EVENTID,EVENTID
EVV_EVT,EVENTID,EVENTID
EWL_EVT,EVENTID,EVENTID
GOE_EVT,EVENTID,EVENTID
KJO_EVT,EVENTID,EVENTID
MEV_EVT,EVT_EVENTID,EVENTID
TER_EVT,EVT_EVENTID,EVENTID
UAT_EVT,EVT_EVENTID,EVENTID
WAM_EVT,EVENTID,EVENTID
WTE_EVT,EVENTID,EVENTID
EVT_EVT,NACHFOLGER_EVENTID,EVENTID
E18_EZT,EZTID,EZTID
EAD_EZT,EZTID,EZTID
EAE_EZT,EZTID,EZTID
EAF_EZT,EZTID,EZTID
EAV_EZT,EZTID,EZTID
EAW_EZT,EZTID,EZTID
EBG_EZT,EZTID,EZTID
EBN_EZT,EZTID,EZTID
EBV_EZT,EZTID,EZTID
EDA_EZT,EZTID,EZTID
EEF_EZT,EZTID,EZTID
EFH_EZT,EZTID,EZTID
EFM_EZT,EZTID,EZTID
EGM_EZT,EZTID,EZTID
ELI_EZT,EZTID,EZTID
ELZ_EZT,EZTID,EZTID
EM2_EZT,EZTID,EZTID
EMB_EZT,EZTID,EZTID
EMI_EZT,EZTID,EZTID
ESE_EZT,EZTID,EZTID
ESM_EZT,EZTID,EZTID
EVM_EZT,EZTID,EZTID
EVQ_EZT,EZTID,EZTID
EVR_EZT,EZTID,EZTID
FBM_FAB,FIRMENNR; MITARBEITERID; JAHR; FABLFDNR,FIRMENNR; MITARBEITERID; JAHR; FABLFDNR
AZZ_FAD,FIBUAUSDRDETAILID,FIBUAUSDRDETAILID
FBM_FAI,AVAE_LANDNR; JAHR,LANDNR; JAHR
GAE_FAI,FABO_LANDNR; JAHR,LANDNR; JAHR
FBM_FAI,JAHR; FABO_LANDNR,JAHR; LANDNR
GAE_FAI,JAHR; AVAE_LANDNR,JAHR; LANDNR
FAW_FAK,FAKID,FAKID
FAD_FAM,FAM_FIBUAUSDRMASTERNR,FIBUAUSDRMASTERNR
FSK_FAM,USEDFORMASTER,FIBUAUSDRMASTERNR
FSP_FAM,FIBUAUSDRMASTERNR,FIBUAUSDRMASTERNR
ABF_FAR,FARBCODENR; FARBCODETABNR,FARBCODENR; FARBCODETABNR
BMG_FAR,FARBCODETABNR; FARBCODENR,FARBCODETABNR; FARBCODENR
BMR_FAR,FARBCODENR; FARBCODETABNR,FARBCODENR; FARBCODETABNR
BMU_FAR,FARBCODETABNR; FARBCODENR,FARBCODETABNR; FARBCODENR
DIA_FAR,FARBCODENR; FARBCODETABNR,FARBCODENR; FARBCODETABNR
DOG_FAR,FARBCODETABNR; FARBCODENR,FARBCODETABNR; FARBCODENR
TBE_FAR,FARBCODETABNR; FARBCODENR,FARBCODETABNR; FARBCODENR
TCA_FAR,FARBCODENR; FARBCODETABNR,FARBCODENR; FARBCODETABNR
TCZ_FAR,FARBCODETABNR; FARBCODENR,FARBCODETABNR; FARBCODENR
UES_FAR,FARBCODENR; FARBCODETABNR,FARBCODENR; FARBCODETABNR
ARL_FAT,FIRMENNR; FARBENTABNR,FIRMENNR; FARBENTABNR
FTP_FAT,FARBENTABNR; FAT_FIRMENNR,FARBENTABNR; FIRMENNR
WAG_FAT,FARBENTABNR; FIRMENNR,FARBENTABNR; FIRMENNR
FSZ_FAZ,FAZ_FAZID,FAZID
SPL_FBF,FORMATNR,FORMATNR
EVT_FBN,FRAGEBOGENID,FRAGEBOGENID
FFZ_FBN,FRAGEBOGENID,FRAGEBOGENID
FGE_FBN,FRAGEBOGENID,FRAGEBOGENID
UMF_FBN,FRAGEBOGENID,FRAGEBOGENID
WFN_FBN,FRAGEBOGENID,FRAGEBOGENID
FDB_FDH,FDHID,FDHID
FDP_FDK,FELDWERTENR,FELDWERTENR
ARL_FEA,FEAID,FEAID
FEH_FEA,FEAID,FEAID
WAG_FEA,FEAID,FEAID
FED_FEH,FEHID,FEHID
FST_FES,FES_FESNR; FES_FIRMENNR,FESNR; FIRMENNR
FAZ_FFZ,FFZUID,FFZUID
FRZ_FFZ,FFZUID,FFZUID
OFR_FFZ,FFZUID,FFZUID
PFF_FFZ,FFZUID,FFZUID
UAT_FFZ,LETZTE_FFZUID,FFZUID
OFR_FFZ,LINKFFZUID,FFZUID
FGA_FGB,KRITERIENNR; BEFRAGUNGSNR; FIRMENNR; KLID,KRITERIENNR; BEFRAGUNGSNR; FIRMENNR; KLID
FFZ_FGE,FRAGEID,FRAGEID
IFG_FGK,FIRMAGUELTIGJAHR; FIRMENNR; GKKLFDNR,FIRMAGUELTIGJAHR; FIRMENNR; GKKLFDNR
IFG_FGK,FIRMAGUELTIGJAHR; GKKLFDNR_INSOLVENZ; FIRMENNR,FIRMAGUELTIGJAHR; GKKLFDNR; FIRMENNR
IFM_FGM,FIRMENNR; FIRMAGUELTIGJAHR; FGEMEINDELFDNR,FIRMENNR; FIRMAGUELTIGJAHR; FGEMEINDELFDNR
IFM_FGM,FIRMENNR; FGEMEINDELFDNR_INSOLV; FIRMAGUELTIGJAHR,FIRMENNR; FGEMEINDELFDNR; FIRMAGUELTIGJAHR
GSK_FGT,FGT_FIRMENNR; FGT_LFDNR,FIRMENNR; FREMDGUTSCHEINTYPLFDNR
KZA_FGT,FREMDGUTSCHEINTYPLFDNR; FGT_FIRMENNR,FREMDGUTSCHEINTYPLFDNR; FIRMENNR
BUC_FIF,FIRMENNR; FIBUNR; FIF_FILIALNR,FIRMENNR; FIBUNR; FILIALNR
ERB_FIF,FIBUNR; FILIALNR; FIRMENNR,FIBUNR; FILIALNR; FIRMENNR
ERK_FIF,FIRMENNR; FILIALNR; FIBUNR,FIRMENNR; FILIALNR; FIBUNR
FIX_FIF,FIBUNR; FILIALNR; FIRMENNR,FIBUNR; FILIALNR; FIRMENNR
FIZ_FIF,ZUGEORDNETE_FIRMENNR; ZUGEORDNETE_FILIALNR; ZUGEORDNETE_FIBUNR,FIRMENNR; FILIALNR; FIBUNR
SAD_FIF,FILIALNR; FIBUNR; FIRMENNR,FILIALNR; FIBUNR; FIRMENNR
SKO_FIF,FIRMENNR; FIBUNR; FILIALNR,FIRMENNR; FIBUNR; FILIALNR
UVW_FIF,FIF_FILIALNR; FIBUNR; FIRMENNR,FILIALNR; FIBUNR; FIRMENNR
VEB_FIF,FIRMENNR; FIBUNR; FILIALNR,FIRMENNR; FIBUNR; FILIALNR
YBU_FIF,FIBUNR; FIRMENNR; FIF_FILIALNR,FIBUNR; FIRMENNR; FILIALNR
ZVK_FIF,FIRMENNR; FIBUNR; FILIALNR,FIRMENNR; FIBUNR; FILIALNR
KTO_FIF,FILIALNR; FIBUNR; FIRMENNR,FILIALNR; FIBUNR; FIRMENNR
FAP_FIN,FINANZAMTNR; LANDNR,FINANZAMTNR; LANDNR
FFA_FIN,LANDNR; FINANZAMTNR,LANDNR; FINANZAMTNR
FIW_FIN,BFIN_FINANZAMTNR; BFIN_LANDNR,FINANZAMTNR; LANDNR
PER_FIN,FINANZAMTNR; FIN_LANDNR,FINANZAMTNR; LANDNR
PFA_FIN,LANDNR; FINANZAMTNR,LANDNR; FINANZAMTNR
QAW_FIN,FINANZAMTNR; LANDNR,FINANZAMTNR; LANDNR
QUO_FIN,LANDNR; FINANZAMTNR,LANDNR; FINANZAMTNR
QUS_FIN,FINANZAMTNR; LANDNR,FINANZAMTNR; LANDNR
XSE_FIN,LANDNR; FINANZAMTNR,LANDNR; FINANZAMTNR
AAS_FIR,FIRMENNR,FIRMENNR
ABK_FIR,FIRMENNR,FIRMENNR
ADK_FIR,FIRMENNR,FIRMENNR
ADO_FIR,FIRMENNR,FIRMENNR
AGR_FIR,FIRMENNR,FIRMENNR
AKA_FIR,FIRMENNR,FIRMENNR
AKK_FIR,FIRMENNR,FIRMENNR
ALE_FIR,ABSENDER_FIRMENNR,FIRMENNR
AMZ_FIR,FIRMENNR,FIRMENNR
ANH_FIR,FIRMENNR,FIRMENNR
ANT_FIR,FIRMENNR,FIRMENNR
ARG_FIR,FIRMENNR,FIRMENNR
ASR_FIR,FIRMENNR,FIRMENNR
ASW_FIR,FIRMENNR,FIRMENNR
ASZ_FIR,FIRMENNR,FIRMENNR
ATE_FIR,FIRMENNR,FIRMENNR
ATF_FIR,FIRMENNR,FIRMENNR
AVK_FIR,FIRMENNR,FIRMENNR
AVR_FIR,FIRMENNR,FIRMENNR
AWR_FIR,FIRMENNR,FIRMENNR
AZB_FIR,FIRMENNR,FIRMENNR
BAU_FIR,FIRMENNR,FIRMENNR
BDL_FIR,FIRMENNR,FIRMENNR
BES_FIR,FIRMENNR,FIRMENNR
BEW_FIR,FIRMENNR,FIRMENNR
BLG_FIR,FIRMENNR,FIRMENNR
BRB_FIR,HAUPTFIRMENNR,FIRMENNR
BRG_FIR,FIRMENNR,FIRMENNR
BRM_FIR,FIRMENNR,FIRMENNR
BRT_FIR,ZEIT_FIRMENNR,FIRMENNR
BSG_FIR,FIRMENNR,FIRMENNR
BST_FIR,FIRMENNR,FIRMENNR
BTG_FIR,FIRMENNR,FIRMENNR
BTH_FIR,FIRMENNR,FIRMENNR
BTM_FIR,FIRMENNR,FIRMENNR
BTS_FIR,FIRMENNR,FIRMENNR
BWB_FIR,FILIAL_FIRMENNR,FIRMENNR
BWF_FIR,FIRMENNR,FIRMENNR
BWM_FIR,FIRMENNR,FIRMENNR
BWU_FIR,FIRMENNR,FIRMENNR
BWV_FIR,FIRMENNR,FIRMENNR
CHT_FIR,FIRMENNR,FIRMENNR
CPR_FIR,FIRMENNR,FIRMENNR
CWF_FIR,FIRMENNR,FIRMENNR
DAS_FIR,FIRMENNR,FIRMENNR
DAV_FIR,FIRMENNR,FIRMENNR
DBX_FIR,FIRMENNR,FIRMENNR
DDK_FIR,FIRMENNR,FIRMENNR
DIP_FIR,FIRMENNR,FIRMENNR
DSS_FIR,FIRMENNR,FIRMENNR
DSV_FIR,FIRMENNR,FIRMENNR
DVH_FIR,DIENSTV_FIRMENNR,FIRMENNR
EGS_FIR,FIRMENNR,FIRMENNR
EMD_FIR,FIRMENNR,FIRMENNR
EVI_FIR,FIRMENNR,FIRMENNR
EVS_FIR,FIRMENNR,FIRMENNR
EVT_FIR,FIRMENNR,FIRMENNR
FBN_FIR,FIRMENNR,FIRMENNR
FBR_FIR,FIRMENNR,FIRMENNR
FES_FIR,FIRMENNR,FIRMENNR
FGE_FIR,FIRMENNR,FIRMENNR
FIG_FIR,GRUPPE_FIRMENNR,FIRMENNR
FIR_FIR,STB_FIRMENNR,FIRMENNR
FIW_FIR,FIRMENNR,FIRMENNR
FKT_FIR,FIRMENNR,FIRMENNR
FOT_FIR,FIRMENNR,FIRMENNR
FTB_FIR,FIRMENNR,FIRMENNR
FTG_FIR,FIRMENNR,FIRMENNR
GAD_FIR,FIRMENNR,FIRMENNR
GEA_FIR,FIRMENNR,FIRMENNR
HFT_FIR,FIRMENNR,FIRMENNR
HZL_FIR,FIRMENNR,FIRMENNR
ICD_FIR,FIRMENNR,FIRMENNR
IFP_FIR,FIRMENNR,FIRMENNR
IFT_FIR,FIRMENNR,FIRMENNR
IMD_FIR,FIRMENNR,FIRMENNR
IMM_FIR,FIRMENNR,FIRMENNR
IMN_FIR,FIRMENNR,FIRMENNR
IMO_FIR,FIRMENNR,FIRMENNR
IMZ_FIR,FIRMENNR,FIRMENNR
INT_FIR,FIRMENNR,FIRMENNR
IOB_FIR,FIRMENNR,FIRMENNR
IOG_FIR,FIRMENNR,FIRMENNR
IPZ_FIR,FIRMENNR,FIRMENNR
KFI_FIR,FIRMENNR,FIRMENNR
KJO_FIR,FIRMENNR,FIRMENNR
KOD_FIR,FIRMENNR,FIRMENNR
KON_FIR,FIRMENNR,FIRMENNR
KSL_FIR,FIRMENNR,FIRMENNR
KUG_FIR,FIRMENNR,FIRMENNR
LDG_FIR,FIRMENNR,FIRMENNR
LED_FIR,FIRMENNR,FIRMENNR
LNF_FIR,FIRMENNR,FIRMENNR
LXM_FIR,FIRMENNR,FIRMENNR
MAB_FIR,FIRMENNR,FIRMENNR
MED_FIR,GEHOERT_FIRMENNR,FIRMENNR
MEI_FIR,FIRMENNR,FIRMENNR
MIK_FIR,FIRMENNR,FIRMENNR
MVL_FIR,FIRMENNR,FIRMENNR
MZZ_FIR,FIRMENNR,FIRMENNR
NGF_FIR,FIRMENNR,FIRMENNR
OBP_FIR,FIRMENNR,FIRMENNR
OUF_FIR,FIRMENNR,FIRMENNR
PFZ_FIR,FIRMENNR,FIRMENNR
PIM_FIR,FIRMENNR,FIRMENNR
PKA_FIR,FIRMENNR,FIRMENNR
PLG_FIR,FIRMENNR,FIRMENNR
PLI_FIR,FIRMENNR,FIRMENNR
PNK_FIR,FIRMENNR,FIRMENNR
PPF_FIR,PRUEFUNG_FIRMENNR,FIRMENNR
PRK_FIR,FIRMENNR,FIRMENNR
PRO_FIR,FIRMENNR,FIRMENNR
PVA_FIR,FIRMENNR,FIRMENNR
PVF_FIR,FIRMENNR,FIRMENNR
QAW_FIR,FIRMENNR,FIRMENNR
QUS_FIR,FIRMENNR,FIRMENNR
RAZ_FIR,FIRMENNR,FIRMENNR
REP_FIR,FIRMENNR,FIRMENNR
RMD_FIR,FIRMENNR,FIRMENNR
RSB_FIR,FIRMENNR,FIRMENNR
RZS_FIR,FIRMENNR,FIRMENNR
RZZ_FIR,FIRMENNR,FIRMENNR
SAP_FIR,FIRMENNR,FIRMENNR
SBS_FIR,FIRMENNR,FIRMENNR
SBV_FIR,FIRMENNR,FIRMENNR
SEK_FIR,FIRMENNR,FIRMENNR
SFF_FIR,FIRMENNR,FIRMENNR
SFR_FIR,FIRMENNR,FIRMENNR
SFZ_FIR,FIRMENNR,FIRMENNR
SLR_FIR,FIRMENNR,FIRMENNR
STM_FIR,FIRMENNR,FIRMENNR
STV_FIR,FIRMENNR,FIRMENNR
SZP_FIR,FIRMENNR,FIRMENNR
TIP_FIR,FIRMENNR,FIRMENNR
TMO_FIR,FIRMENNR,FIRMENNR
TPR_FIR,FIRMENNR,FIRMENNR
TRS_FIR,FIRMENNR,FIRMENNR
UEB_FIR,FIRMENNR,FIRMENNR
UID_FIR,FIRMENNR,FIRMENNR
UMF_FIR,FIRMENNR,FIRMENNR
UNF_FIR,FIRMENNR,FIRMENNR
UZL_FIR,FIRMENNR,FIRMENNR
VAS_FIR,FIRMENNR,FIRMENNR
VWA_FIR,FIRMENNR,FIRMENNR
VZW_FIR,FIRMENNR,FIRMENNR
WMD_FIR,FIRMENNR,FIRMENNR
XSE_FIR,FIR_STB_FIRMENNR,FIRMENNR
XSP_FIR,STEUERB_FIRMENNR,FIRMENNR
ZAS_FIR,FIRMENNR,FIRMENNR
ZAK_FIR,FIRMENNR,FIRMENNR
ZAW_FIR,FIRMENNR,FIRMENNR
ZBG_FIR,FIRMENNR,FIRMENNR
ZBK_FIR,FIRMENNR,FIRMENNR
ZBU_FIR,FILIALE_FIRMENNR,FIRMENNR
ZBZ_FIR,FIRMENNR,FIRMENNR
ZIT_FIR,FIRMENNR,FIRMENNR
ZLB_FIR,FIRMENNR,FIRMENNR
ZNS_FIR,FIRMENNR,FIRMENNR
ZPK_FIR,FIRMENNR,FIRMENNR
ZRB_FIR,FIRMENNR,FIRMENNR
ZVM_FIR,FIRMENNR,FIRMENNR
ZVZ_FIR,FIRMENNR,FIRMENNR
AMZ_FIR,AUSDRERSTELL_FIRMENNR,FIRMENNR
ASZ_FIR,FILIAL_FIRMENNR,FIRMENNR
BRT_FIR,PPS_FIRMENNR,FIRMENNR
BTM_FIR,FILIALE_FIRMENNR,FIRMENNR
FIG_FIR,FIRMENNR,FIRMENNR
FIR_FIR,FIL_GEHOERT_FIRMENNR,FIRMENNR
KLI_FIR,QUOTEN_FIRMENNR,FIRMENNR
MIT_FIR,FIL_FIRMENNR,FIRMENNR
