---manuelle Felder:


---Felder von SQL Datenbank
Code,Comment,Description,Datentyp
ACA_ZAHLREIHE,,,N3
ACD_ACDID,,,SEQID
ACD_ACIID,,,SEQID
ACD_AENDERUNGSDATUM,,,DATE
ACD_DBNAME,,,A255
ACD_DBVERSIONNR,,,A255
ACD_ERSTELLDATUM,,,DATE
ACD_ERSTELLUSER,,,A10
ACD_ISTAKTIV,,,N1
ACD_KUNDENNR,,,N10
ACD_LETZTERUSER,,,A10
ACD_LIZVERSIONSNR,,,A20
ACE_AENDERUNGSDATUM,,,DATE
ACE_BELEGNRALPHA,,,A20
ACE_BELEGNUMMER,,,N9
ACE_BUCHUNGSCODE,,,N2
ACE_BUCHUNGSKZ,,,N2
ACE_BUCHUNGSSYMBOL,,,A2
ACE_BUCHUNGSTEXT,,,A100
ACE_EBKENNZ,,,N1
ACE_ERSTELLDATUM,,,DATE
ACE_ERSTELLUSER,,,A10
ACE_EXTERNEBELEGNR,,,A12
ACE_EXTTESTFALLBETRAG,,,numeric (24. 9)
ACE_EXTTESTFALLBEZ,,,A50
ACE_EXTTESTFALLNR,,,N9
ACE_FIBUNR,,,N6
ACE_FIRMENNR,,,N10
ACE_KONTOGRUPPE,,,N2
ACE_LETZTERUSER,,,A10
ACE_TESTFALLNR,,,N4
ACE_VERGLEICHSKONTO,,,N10
ACE_ZEITRAUM,,,N8
ACF_AENDERUNGSDATUM,,,DATE
ACF_BUCHSYMBOLE,,,A40
ACF_BUCHUNGSCODE,,,N2
ACF_DATEINAME,,,A255
ACF_ERSTELLDATUM,,,DATE
ACF_ERSTELLUSER,,,A10
ACF_FIBUNR,,,N6
ACF_FIRMENNR,,,N10
ACF_GESAMTJOURNALANZAHL,,,N10
ACF_KONTOGRUPPE,,,N2
ACF_LETZTERUSER,,,A10
ACF_MATCHCODE,,,A30
ACF_TESTFALLBEZ,,,A50
ACF_TESTFALLIMPORTER,,,N3
ACF_TESTFALLNR,,,N4
ACI_ACIID,,,SEQID
ACI_AENDERUNGSDATUM,,,DATE
ACI_ERSTELLDATUM,,,DATE
ACI_ERSTELLUSER,,,A10
ACI_INSTANCENAME,,,A255
ACI_LETZTERUSER,,,A10
ACR_ACRID,,,SEQID
ACR_ACTIVE,,,N1
ACR_ADMINPWD,,,A255
ACR_ADMINUSER,,,A255
ACR_AENDERUNGSDATUM,,,DATE
ACR_ERSTELLDATUM,,,DATE
ACR_ERSTELLUSER,,,A10
ACR_LETZTERUSER,,,A10
ACR_SERVERNAME,,,A255
ACS_ACSID,,,SEQID
ACS_AENDERUNGSDATUM,,,DATE
ACS_AID_ID,,,N15
ACS_ARL_ARTIKELNR,,,A50
ACS_ARL_FIRMENNR,,,N10
ACS_CHG_ID,,,N15
ACS_ERSTELLDATUM,,,DATE
ACS_ERSTELLUSER,,,A10
ACS_FIRMENNR,,,N10
ACS_FREIFELDA01_250,,,A250
ACS_FREIFELDD01,,,DATE
ACS_LETZTERUSER,,,A10
ACS_SNR_ID,,,N15
ACT_ABSCHR,,,numeric (24. 9)
ACT_ABSCHR_GWG,,,numeric (24. 9)
ACT_ABSCHR_P7G,,,numeric (24. 9)
ACT_ABSCHR_SOFORT,,,numeric (24. 9)
ACT_ABSCHREIBUNGSBETRAG,,,numeric (24. 9)
ACT_ABTEILUNG,,,A20
ACT_ABTEILUNG_BEZ,,,A50
ACT_AENDERUNGSDATUM,,,DATE
ACT_AFA_ART,,,N2
ACT_AFA_MANUELL,,,numeric (24. 9)
ACT_AFA_PROZ_ENDE,,,numeric (24. 9)
ACT_AFAABGANG,,,N1
ACT_AFAFOLGEMONAT,,,N1
ACT_AFAGRUPPE,,,N2
ACT_ANBUBERECHART,,,N2
ACT_ANLAGEGUTID,,,N15
ACT_ANLGRUPPENBEZ_1,,,A100
ACT_ANLGRUPPENBEZ_2,,,A100
ACT_ANLGRUPPENBEZ_3,,,A100
ACT_ANLGRUPPENBEZ_4,,,A100
ACT_ANLGRUPPENBEZ_5,,,A100
ACT_ANLGRUPPENNR_1,,,N10
ACT_ANLGRUPPENNR_2,,,N10
ACT_ANLGRUPPENNR_3,,,N10
ACT_ANLGRUPPENNR_4,,,N10
ACT_ANLGRUPPENNR_5,,,N10
ACT_ANLSCHEMANR_1,,,N6
ACT_ANLSCHEMANR_2,,,N6
ACT_ANLSCHEMANR_3,,,N6
ACT_ANLSCHEMANR_4,,,N6
ACT_ANLSCHEMANR_5,,,N6
ACT_AUSSERORD_ABSCHR,,,numeric (24. 9)
ACT_AUSSERPLAN_ABSCHR,,,numeric (24. 9)
ACT_AW_ABGAENGE,,,numeric (24. 9)
ACT_AW_ABGANG,,,numeric (24. 9)
ACT_AW_ABGANG_UMG,,,numeric (24. 9)
ACT_AW_AEND_SONST,,,numeric (24. 9)
ACT_AW_ANFANG,,,numeric (24. 9)
ACT_AW_ENDE,,,numeric (24. 9)
ACT_AW_ERWEITERUNG,,,numeric (24. 9)
ACT_AW_GEAENDERT,,,N1
ACT_AW_GESAMTABGANG,,,numeric (24. 9)
ACT_AW_KORR_BR,,,numeric (24. 9)
ACT_AW_KORR_BR_P6,,,numeric (24. 9)
ACT_AW_KORR_EWR,,,numeric (24. 9)
ACT_AW_KORR_R_66,,,numeric (24. 9)
ACT_AW_KORR_R_6B,,,numeric (24. 9)
ACT_AW_KORR_R_7G,,,numeric (24. 9)
ACT_AW_KORR_S_7G,,,numeric (24. 9)
ACT_AW_KORR_ZS,,,numeric (24. 9)
ACT_AW_MINDERUNG,,,numeric (24. 9)
ACT_AW_TEILABGANG,,,numeric (24. 9)
ACT_AW_UB_ABGANG,,,numeric (24. 9)
ACT_AW_UB_ZUGANG,,,numeric (24. 9)
ACT_AW_UMBUCHUNGEN,,,numeric (24. 9)
ACT_AW_UMGL,,,numeric (24. 9)
ACT_AW_VSTK,,,numeric (24. 9)
ACT_AW_ZUGAENGE,,,numeric (24. 9)
ACT_AW_ZUGANG,,,numeric (24. 9)
ACT_AW_ZUGANG_UMG,,,numeric (24. 9)
ACT_BERECH_INTERVALL,,,N2
ACT_BISDATUM,,,DATE
ACT_BW_ABGAENGE,,,numeric (24. 9)
ACT_BW_ABGANG,,,numeric (24. 9)
ACT_BW_ABGANG_UMG,,,numeric (24. 9)
ACT_BW_AEND_SONST,,,numeric (24. 9)
ACT_BW_ANFANG,,,numeric (24. 9)
ACT_BW_ENDE,,,numeric (24. 9)
ACT_BW_ERWEITERUNG,,,numeric (24. 9)
ACT_BW_GESAMTABGANG,,,numeric (24. 9)
ACT_BW_KORR_BR,,,numeric (24. 9)
ACT_BW_KORR_BR_P6,,,numeric (24. 9)
ACT_BW_KORR_EWR,,,numeric (24. 9)
ACT_BW_KORR_R_66,,,numeric (24. 9)
ACT_BW_KORR_R_6B,,,numeric (24. 9)
ACT_BW_KORR_R_7G,,,numeric (24. 9)
ACT_BW_KORR_S_7B,,,numeric (24. 9)
ACT_BW_KORR_S_7C,,,numeric (24. 9)
ACT_BW_KORR_S_7G,,,numeric (24. 9)
ACT_BW_KORR_S_7H,,,numeric (24. 9)
ACT_BW_KORR_S_7I,,,numeric (24. 9)
ACT_BW_KORR_ZS,,,numeric (24. 9)
ACT_BW_MINDERUNG,,,numeric (24. 9)
ACT_BW_TEILABGANG,,,numeric (24. 9)
ACT_BW_UB_ABGANG,,,numeric (24. 9)
ACT_BW_UB_ZUGANG,,,numeric (24. 9)
ACT_BW_UMBUCHUNGEN,,,numeric (24. 9)
ACT_BW_UMGL,,,numeric (24. 9)
ACT_BW_VSTK,,,numeric (24. 9)
ACT_BW_ZUGAENGE,,,numeric (24. 9)
ACT_BW_ZUGANG,,,numeric (24. 9)
ACT_BW_ZUGANG_UMG,,,numeric (24. 9)
ACT_BWR_AW_ABGANG_UMG,,,numeric (24. 9)
ACT_BWR_AW_AEND_SONST,,,numeric (24. 9)
ACT_BWR_AW_MINDERUNG,,,numeric (24. 9)
ACT_BWR_AW_ZUGANG_UMG,,,numeric (24. 9)
ACT_BWR_BW_ABGAENGE,,,numeric (24. 9)
ACT_BWR_BW_ABGANG,,,numeric (24. 9)
ACT_BWR_BW_ABGANG_UMG,,,numeric (24. 9)
ACT_BWR_BW_AEND_SONST,,,numeric (24. 9)
ACT_BWR_BW_ANFANG,,,numeric (24. 9)
ACT_BWR_BW_ENDE,,,numeric (24. 9)
ACT_BWR_BW_ENDE_AUSLAND,,,numeric (24. 9)
ACT_BWR_BW_ENDE_ENTW_RES,,,numeric (24. 9)
ACT_BWR_BW_ENDE_GWG,,,numeric (24. 9)
ACT_BWR_BW_ENDE_P12,,,numeric (24. 9)
ACT_BWR_BW_ENDE_P6B,,,numeric (24. 9)
ACT_BWR_BW_ENDE_P7G,,,numeric (24. 9)
ACT_BWR_BW_ENDE_R66,,,numeric (24. 9)
ACT_BWR_BW_ENDE_VZ_AFA,,,numeric (24. 9)
ACT_BWR_BW_ENDE_ZUSCHUSS,,,numeric (24. 9)
ACT_BWR_BW_ERWEITERUNG,,,numeric (24. 9)
ACT_BWR_BW_KORR_BR,,,numeric (24. 9)
ACT_BWR_BW_MINDERUNG,,,numeric (24. 9)
ACT_BWR_BW_UB_ABGANG,,,numeric (24. 9)
ACT_BWR_BW_UB_ZUGANG,,,numeric (24. 9)
ACT_BWR_BW_UMBUCHUNGEN,,,numeric (24. 9)
ACT_BWR_BW_ZUGAENGE,,,numeric (24. 9)
ACT_BWR_BW_ZUGANG,,,numeric (24. 9)
ACT_BWR_BW_ZUGANG_UMG,,,numeric (24. 9)
ACT_BWR_VERBRAUCH,,,numeric (24. 9)
ACT_CLUSTER_ANBUNR,,,N2
ACT_CLUSTER_FIRMENNR,,,N10
ACT_CLUSTERID,,,SEQID
ACT_DIMENSION,,,A20
ACT_DIMENSION_BEZ,,,A50
ACT_EINHEITSWERT,,,numeric (24. 9)
ACT_ERHOEHUNG_KOEF,,,N2
ACT_ERHOEHUNG_PROZENT,,,numeric (24. 9)
ACT_ERSTELLDATUM,,,DATE
ACT_ERSTELLUSER,,,A10
ACT_EWR_BW_ABGAENGE,,,numeric (24. 9)
ACT_EWR_BW_ABGANG,,,numeric (24. 9)
ACT_EWR_BW_ABGANG_UMG,,,numeric (24. 9)
ACT_EWR_BW_AEND_SONST,,,numeric (24. 9)
ACT_EWR_BW_ANFANG,,,numeric (24. 9)
ACT_EWR_BW_ENDE,,,numeric (24. 9)
ACT_EWR_BW_ERWEITERUNG,,,numeric (24. 9)
ACT_EWR_BW_KORR_BR,,,numeric (24. 9)
ACT_EWR_BW_MINDERUNG,,,numeric (24. 9)
ACT_EWR_BW_UB_ABGANG,,,numeric (24. 9)
ACT_EWR_BW_UB_ZUGANG,,,numeric (24. 9)
ACT_EWR_BW_UMBUCHUNGEN,,,numeric (24. 9)
ACT_EWR_BW_VERBRAUCH,,,numeric (24. 9)
ACT_EWR_BW_ZUGAENGE,,,numeric (24. 9)
ACT_EWR_BW_ZUGANG,,,numeric (24. 9)
ACT_EWR_BW_ZUGANG_UMG,,,numeric (24. 9)
ACT_GESCHAEFTSBEREICH,,,A20
ACT_GESCHAEFTSBEREICH_BEZ,,,A50
ACT_GFB_AW_ABGANG_UMG,,,numeric (24. 9)
ACT_GFB_AW_ZUGANG_UMG,,,numeric (24. 9)
ACT_GFB_BW_ABGAENGE,,,numeric (24. 9)
ACT_GFB_BW_ABGANG,,,numeric (24. 9)
ACT_GFB_BW_ABGANG_UMG,,,numeric (24. 9)
ACT_GFB_BW_AEND_SONST,,,numeric (24. 9)
ACT_GFB_BW_ANFANG,,,numeric (24. 9)
ACT_GFB_BW_ENDE,,,numeric (24. 9)
ACT_GFB_BW_ERWEITERUNG,,,numeric (24. 9)
ACT_GFB_BW_KORR_BR,,,numeric (24. 9)
ACT_GFB_BW_MINDERUNG,,,numeric (24. 9)
ACT_GFB_BW_UB_ABGANG,,,numeric (24. 9)
ACT_GFB_BW_UB_ZUGANG,,,numeric (24. 9)
ACT_GFB_BW_UMBUCHUNGEN,,,numeric (24. 9)
ACT_GFB_BW_ZUGAENGE,,,numeric (24. 9)
ACT_GFB_BW_ZUGANG,,,numeric (24. 9)
ACT_GFB_BW_ZUGANG_UMG,,,numeric (24. 9)
ACT_GFB_VERBRAUCH,,,numeric (24. 9)
ACT_IZU_AW_ABGANG_UMG,,,numeric (24. 9)
ACT_IZU_AW_AEND_SONST,,,numeric (24. 9)
ACT_IZU_AW_MINDERUNG,,,numeric (24. 9)
ACT_IZU_AW_ZUGANG_UMG,,,numeric (24. 9)
ACT_IZU_BW_ABGAENGE,,,numeric (24. 9)
ACT_IZU_BW_ABGANG,,,numeric (24. 9)
ACT_IZU_BW_ABGANG_UMG,,,numeric (24. 9)
ACT_IZU_BW_AEND_SONST,,,numeric (24. 9)
ACT_IZU_BW_ANFANG,,,numeric (24. 9)
ACT_IZU_BW_ENDE,,,numeric (24. 9)
ACT_IZU_BW_ERWEITERUNG,,,numeric (24. 9)
ACT_IZU_BW_KORR_BR,,,numeric (24. 9)
ACT_IZU_BW_MINDERUNG,,,numeric (24. 9)
ACT_IZU_BW_UB_ABGANG,,,numeric (24. 9)
ACT_IZU_BW_UB_ZUGANG,,,numeric (24. 9)
ACT_IZU_BW_UMBUCHUNGEN,,,numeric (24. 9)
ACT_IZU_BW_ZUGAENGE,,,numeric (24. 9)
ACT_IZU_BW_ZUGANG,,,numeric (24. 9)
ACT_IZU_BW_ZUGANG_UMG,,,numeric (24. 9)
ACT_IZU_VERBRAUCH,,,numeric (24. 9)
ACT_KALK_ZINSEN,,,numeric (24. 9)
ACT_KOSTENSCHLUESSEL,,,A20
ACT_KOSTENSCHLUESSEL_BEZ,,,A50
ACT_KOSTENSTELLE,,,A20
ACT_KOSTENSTELLE_BEZ,,,A50
ACT_KOSTENTRAEGER,,,A20
ACT_KOSTENTRAEGER_BEZ,,,A50
ACT_KUMAFA_ABGANG,,,numeric (24. 9)
ACT_KUMAFA_ABGANG_UMG,,,numeric (24. 9)
ACT_KUMAFA_AEND_SONST,,,numeric (24. 9)
ACT_KUMAFA_ANFANG,,,numeric (24. 9)
ACT_KUMAFA_ENDE,,,numeric (24. 9)
ACT_KUMAFA_KORR_BR,,,numeric (24. 9)
ACT_KUMAFA_KORR_BR_P6,,,numeric (24. 9)
ACT_KUMAFA_KORR_EWR,,,numeric (24. 9)
ACT_KUMAFA_KORR_R_66,,,numeric (24. 9)
ACT_KUMAFA_KORR_R_6B,,,numeric (24. 9)
ACT_KUMAFA_KORR_R_7G,,,numeric (24. 9)
ACT_KUMAFA_KORR_S_7G,,,numeric (24. 9)
ACT_KUMAFA_KORR_ZS,,,numeric (24. 9)
ACT_KUMAFA_UB_ABGANG,,,numeric (24. 9)
ACT_KUMAFA_UB_ZUGANG,,,numeric (24. 9)
ACT_KUMAFA_VSTK,,,numeric (24. 9)
ACT_KUMAFA_ZUGANG,,,numeric (24. 9)
ACT_KUMAFA_ZUGANG_UMG,,,numeric (24. 9)
ACT_KURSWERT,,,numeric (24. 9)
ACT_LETZTERUSER,,,A10
ACT_MENGE_ABGAENGE,,,numeric (24. 9)
ACT_MENGE_ABGANG,,,numeric (24. 9)
ACT_MENGE_ABGANG_UMG,,,numeric (24. 9)
ACT_MENGE_AEND_SONST,,,numeric (24. 9)
ACT_MENGE_ANFANG,,,numeric (24. 9)
ACT_MENGE_ENDE,,,numeric (24. 9)
ACT_MENGE_ERWEITERUNG,,,numeric (24. 9)
ACT_MENGE_GESAMTABGANG,,,numeric (24. 9)
ACT_MENGE_KORR_BR,,,numeric (24. 9)
ACT_MENGE_KORR_BR_P6,,,numeric (24. 9)
ACT_MENGE_KORR_EWR,,,numeric (24. 9)
ACT_MENGE_KORR_R_66,,,numeric (24. 9)
ACT_MENGE_KORR_R_6B,,,numeric (24. 9)
ACT_MENGE_KORR_R_7G,,,numeric (24. 9)
ACT_MENGE_KORR_S_7G,,,numeric (24. 9)
ACT_MENGE_KORR_ZS,,,numeric (24. 9)
ACT_MENGE_MINDERUNG,,,numeric (24. 9)
ACT_MENGE_TEILABGANG,,,numeric (24. 9)
ACT_MENGE_UB_ABGANG,,,numeric (24. 9)
ACT_MENGE_UB_ZUGANG,,,numeric (24. 9)
ACT_MENGE_UMBUCHUNGEN,,,numeric (24. 9)
ACT_MENGE_ZUGAENGE,,,numeric (24. 9)
ACT_MENGE_ZUGANG,,,numeric (24. 9)
ACT_MENGE_ZUGANG_UMG,,,numeric (24. 9)
ACT_NOMINALE,,,numeric (24. 9)
ACT_NUTZUNGSDAUER,,,numeric (24. 9)
ACT_NW_ABGAENGE,,,numeric (24. 9)
ACT_NW_ABGANG,,,numeric (24. 9)
ACT_NW_ABGANG_UMG,,,numeric (24. 9)
ACT_NW_AEND,,,numeric (24. 9)
ACT_NW_AEND_SONST,,,numeric (24. 9)
ACT_NW_ANFANG,,,numeric (24. 9)
ACT_NW_ENDE,,,numeric (24. 9)
ACT_NW_ERWEITERUNG,,,numeric (24. 9)
ACT_NW_GEAENDERT,,,numeric (24. 9)
ACT_NW_GESAMTABGANG,,,numeric (24. 9)
ACT_NW_KORR_BR,,,numeric (24. 9)
ACT_NW_KORR_BR_P6,,,numeric (24. 9)
ACT_NW_KORR_EWR,,,numeric (24. 9)
ACT_NW_KORR_R_66,,,numeric (24. 9)
ACT_NW_KORR_R_6B,,,numeric (24. 9)
ACT_NW_KORR_R_7G,,,numeric (24. 9)
ACT_NW_KORR_S_7G,,,numeric (24. 9)
ACT_NW_KORR_ZS,,,numeric (24. 9)
ACT_NW_MINDERUNG,,,numeric (24. 9)
ACT_NW_TEILABGANG,,,numeric (24. 9)
ACT_NW_UB_ABGANG,,,numeric (24. 9)
ACT_NW_UB_ZUGANG,,,numeric (24. 9)
ACT_NW_UMBUCHUNGEN,,,numeric (24. 9)
ACT_NW_URS,,,numeric (24. 9)
ACT_NW_ZUGAENGE,,,numeric (24. 9)
ACT_NW_ZUGANG,,,numeric (24. 9)
ACT_NW_ZUGANG_UMG,,,numeric (24. 9)
ACT_REST_ND,,,numeric (24. 9)
ACT_RUE_AW_ABGANG_UMG,,,numeric (24. 9)
ACT_RUE_AW_ANFANG,,,numeric (24. 9)
ACT_RUE_AW_ENDE,,,numeric (24. 9)
ACT_RUE_AW_ZUGANG_UMG,,,numeric (24. 9)
ACT_RUE_BW_ABGAENGE,,,numeric (24. 9)
ACT_RUE_BW_ABGANG,,,numeric (24. 9)
ACT_RUE_BW_ABGANG_UMG,,,numeric (24. 9)
ACT_RUE_BW_AEND_SONST,,,numeric (24. 9)
ACT_RUE_BW_ANFANG,,,numeric (24. 9)
ACT_RUE_BW_ENDE,,,numeric (24. 9)
ACT_RUE_BW_ERWEITERUNG,,,numeric (24. 9)
ACT_RUE_BW_KORR_BR,,,numeric (24. 9)
ACT_RUE_BW_MINDERUNG,,,numeric (24. 9)
ACT_RUE_BW_UB_ABGANG,,,numeric (24. 9)
ACT_RUE_BW_UB_ZUGANG,,,numeric (24. 9)
ACT_RUE_BW_UMBUCHUNGEN,,,numeric (24. 9)
ACT_RUE_BW_ZUGAENGE,,,numeric (24. 9)
ACT_RUE_BW_ZUGANG,,,numeric (24. 9)
ACT_RUE_BW_ZUGANG_UMG,,,numeric (24. 9)
ACT_RUE_VERBRAUCH,,,numeric (24. 9)
ACT_RW_ABGAENGE,,,numeric (24. 9)
ACT_RW_ABGANG,,,numeric (24. 9)
ACT_RW_ABGANG_UMG,,,numeric (24. 9)
ACT_RW_AEND,,,numeric (24. 9)
ACT_RW_AEND_SONST,,,numeric (24. 9)
ACT_RW_ANFANG,,,numeric (24. 9)
ACT_RW_ENDE,,,numeric (24. 9)
ACT_RW_ERWEITERUNG,,,numeric (24. 9)
ACT_RW_GEAENDERT,,,numeric (24. 9)
ACT_RW_GESAMTABGANG,,,numeric (24. 9)
ACT_RW_KORR_BR,,,numeric (24. 9)
ACT_RW_KORR_BR_P12,,,numeric (24. 9)
ACT_RW_KORR_EWR,,,numeric (24. 9)
ACT_RW_KORR_R_66,,,numeric (24. 9)
ACT_RW_KORR_R_6B,,,numeric (24. 9)
ACT_RW_KORR_R_7G,,,numeric (24. 9)
ACT_RW_KORR_S_7G,,,numeric (24. 9)
ACT_RW_KORR_ZS,,,numeric (24. 9)
ACT_RW_MINDERUNG,,,numeric (24. 9)
ACT_RW_TEILABGANG,,,numeric (24. 9)
ACT_RW_UB_ABGANG,,,numeric (24. 9)
ACT_RW_UB_ZUGANG,,,numeric (24. 9)
ACT_RW_UMBUCHUNGEN,,,numeric (24. 9)
ACT_RW_ZUGAENGE,,,numeric (24. 9)
ACT_RW_ZUGANG,,,numeric (24. 9)
ACT_RW_ZUGANG_UMG,,,numeric (24. 9)
ACT_VERK_ERL,,,numeric (24. 9)
ACT_VERK_ERL_AW,,,numeric (24. 9)
ACT_VERK_ERL_BW,,,numeric (24. 9)
ACT_VONDATUM,,,DATE
ACT_VZ_ABSCHR,,,numeric (24. 9)
ACT_ZUSCHREIBUNG,,,numeric (24. 9)
ACU_AENDERUNGSDATUM,,,DATE
ACU_ASAID,,,SEQID
ACU_BMDUSERID,,,A10
ACU_ERSTELLDATUM,,,DATE
ACU_ERSTELLUSER,,,A10
ACU_LETZTERUSER,,,A10
ACZ_AENDERUNGSDATUM,,,DATE
ACZ_ANLAGEGUTID,,,N15
ACZ_ANLGSAK_BIS,,,DATE
ACZ_ANLGSAK_VON,,,DATE
ACZ_CLUSTER_ANBUNR,,,N2
ACZ_CLUSTER_FIRMENNR,,,N10
ACZ_CLUSTERID,,,bigint (19. 0)
ACZ_ERSTELLDATUM,,,DATE
ACZ_ERSTELLUSER,,,A10
ACZ_LETZTERUSER,,,A10
ACZ_SACHKONTONR,,,N10
ADA_ADRESSARTBEZ,,,A50
ADA_ADRESSARTNR,,,N4
ADA_ADRESSTYP,,,N2
ADA_AENDERUNGSDATUM,,,DATE
ADA_AMATCHCODE,,,A30
ADA_ERSTELLDATUM,,,DATE
ADA_ERSTELLUSER,,,A10
ADA_FOLGE_ADRESSARTNR,,,N4
ADA_ISTWEBSHOP,,,N1
ADA_LETZTERUSER,,,A10
ADB_ABGABENARTBEZ,,,A80
ADB_ABGABENDETAILID,,,SEQID
ADB_ABGABENFAKTOR,,,numeric (24. 9)
ADB_ABGABENWERT,,,numeric (24. 9)
ADB_ABGABENWERT_EXKL_UST,,,numeric (24. 9)
ADB_ABGABENWERT_INKL_UST,,,numeric (24. 9)
ADB_ABGABENWERTSTW,,,numeric (24. 9)
ADB_ABGABESTEUERKZ,,,N1
ADB_ABT_KOSTENSTAMMNR,,,A20
ADB_AENDERUNGSDATUM,,,DATE
ADB_BASISKZ,,,N1
ADB_BEMESSUNGSGRUNDLAGE,,,numeric (24. 9)
ADB_BERECHNUNGSKZ,,,N1
ADB_BETRAG,,,numeric (24. 9)
ADB_BETRAG_BRUTTONETTOKZ,,,N1
ADB_BETRAG_JE_EINHEIT,,,numeric (24. 9)
ADB_BETRAGSBERECHNKZ,,,N1
ADB_BOP_BONPOSID,,,A23
ADB_DB_RELEVANZ,,,N1
ADB_DIM_KOSTENSTAMMNR,,,A20
ADB_DRUCKINLANDESWAEHRUNG,,,N1
ADB_EDI_KURZBEZ,,,A4
ADB_EINHEITKBEZ,,,A6
ADB_ERHOEHTVERKAUFSPREIS,,,N1
ADB_ERSTELLDATUM,,,DATE
ADB_ERSTELLUSER,,,A10
ADB_FIRMENNR,,,N10
ADB_GBR_KOSTENSTAMMNR,,,A20
ADB_HAUPTFIRMENNR,,,N10
ADB_INSTATISTIK,,,N1
ADB_ISTSTEUER,,,N1
ADB_KAK_KASSENKOPFID,,,A23
ADB_KAP_KASSENPOSID,,,A23
ADB_KOST_KOSTENSTAMMNR,,,A20
ADB_KOTR_KOSTENSTAMMNR,,,A20
ADB_LANDNR,,,N4
ADB_LETZTERUSER,,,A10
ADB_MANUELLERLAUBT,,,N1
ADB_MANUELLGEAENDERT,,,N1
ADB_PROZENTBASIS,,,N1
ADB_PROZENTSATZ,,,numeric (17. 2)
ADB_RABATT_BERECHTIGT,,,N1
ADB_REIHENFOLGE,,,N9
ADB_RUNDUNG,,,N1
ADB_RUNDUNGSBASIS_GEWICHT,,,N1
ADB_SKONTOFAEHIG,,,N1
ADB_STEUERARTNR,,,N4
ADB_STEUERFIRMENNR,,,N10
ADB_STEUERKONTENTABNR,,,N9
ADB_STEUERKONTONR,,,N10
ADB_WAEHRUNGSCODE,,,A4
ADB_WWSTEXTBNR_BEIBETRAG0,,,N15
ADC_ABGABENARTBEZ,,,A80
ADC_ABGABENFAKTOR,,,numeric (24. 9)
ADC_ABGABENWERT,,,numeric (24. 9)
ADC_ABGABENWERTSTW,,,numeric (24. 9)
ADC_ABGABESTEUERKZ,,,N1
ADC_ABT_KOSTENSTAMMNR,,,A20
ADC_ADCNR,,,N9
ADC_AENDERUNGSDATUM,,,DATE
ADC_BASIKZ,,,N1
ADC_BERECHNUNGSKZ,,,N1
ADC_BETRAG,,,numeric (24. 9)
ADC_BETRAG_BRUTTONETTOKZ,,,N1
ADC_BETRAG_JE_EINHEIT,,,numeric (24. 9)
ADC_BETRAGSBERECHNKZ,,,N1
ADC_DATUMERMITTLUNGEK,,,N1
ADC_DATUMERMITTLUNGVK,,,N1
ADC_DB_RELEVANZ,,,N1
ADC_DIM_KOSTENSTAMMNR,,,A20
ADC_DRUCKINLANDESWAEHRUNG,,,N1
ADC_EDI_KURZBEZ,,,A4
ADC_EINHEITKBEZ,,,A6
ADC_ERHOEHTEINSTANDPREISWE,,,N1
ADC_ERHOEHTVERKAUFSPREIS,,,N1
ADC_ERM_ERFASSUNG_EK,,,N2
ADC_ERM_ERFASSUNG_VK,,,N2
ADC_ERM_LFSDRUCK,,,N2
ADC_ERM_RECHNUNGSDRUCK,,,N2
ADC_ERM_WARENEINGANG,,,N2
ADC_ERSTELLDATUM,,,DATE
ADC_ERSTELLUSER,,,A10
ADC_FIRMENNR,,,N10
ADC_GBR_KOSTENSTAMMNR,,,A20
ADC_GELOESCHTKZ,,,N1
ADC_HAUPTFIRMENNR,,,N10
ADC_INSTATISTIK,,,N1
ADC_ISTSTEUER,,,N1
ADC_KOST_KOSTENSTAMMNR,,,A20
ADC_KOTR_KOSTENSTAMMNR,,,A20
ADC_LANDNR,,,N4
ADC_LETZTERUSER,,,A10
ADC_MANUELLERLAUBT,,,N1
ADC_MANUELLGEAENDERT,,,N1
ADC_MANUELLKZ,,,N1
ADC_NEUBEIRECHNUNGSDRUCK,,,N1
ADC_NEUBEIWARENEINGANG,,,N1
ADC_PROZENTBASIS,,,N1
ADC_PROZENTSATZ,,,numeric (17. 2)
ADC_RABATT_BERECHTIGT,,,N1
ADC_RECHNUNGLFDNR,,,N15
ADC_RECHNUNGSPOSLFDNR,,,N15
ADC_REIHENFOLGE,,,N9
ADC_RUNDUNG,,,N1
ADC_RUNDUNGSBASIS_GEWICHT,,,N1
ADC_SKONTOFAEHIG,,,N1
ADC_STEUERARTNR,,,N4
ADC_STEUERFIBUNR,,,N6
ADC_STEUERFIRMENNR,,,N10
ADC_STEUERKONTENTABNR,,,N9
ADC_STEUERKONTONR,,,N10
ADC_WAEHRUNGSCODE,,,A4
ADC_WWSTEXTBNR_BEIBETRAG0,,,N15
ADD_AENDERUNGSDATUM,,,DATE
ADD_AKTIV,,,N1
ADD_ARCHIV_ABT,,,N1
ADD_ARCHIV_DIM,,,N1
ADD_ARCHIV_GBR,,,N1
ADD_ARCHIV_KOSTST,,,N1
ADD_ARCHIV_KOSTTR,,,N1
ADD_ARCHIVDIREKT,,,N1
ADD_ARCHIVNR,,,N10
ADD_ARTIKELFILTER,,,N1
ADD_AUSDRUCK_SORT,,,N2
ADD_AUSDRUCKMODELLDETBEZ,,,A50
ADD_AUSDRUCKMODELLFDNR,,,N9
